id,readme,,,Biodiesel MFSP GGE,Jet-A MFSP GGE,EtOH MFSP GGE,,Biodiesel Raw ($/kg Biodiesel),Biodiesel GGE,,Jet-A Raw ($/kg Jet),Jet-A GGE,,EtOH-Raw ($/kg EtOH),EtOH GGE,,,Corn MBSP ($/kg) ,Corn GWP,,Soy MBSP ($/kg),Soy GWP,,fips,MC_Soy MFSPs
13227,0,,,190,190,8.288280486,,30,190,,30,190,,2.812606317,8.288280486,,,0.277832397,43.80154155,,100,0,,13227,0
13229,16.85864461,,,30.59852862,27.37171314,6.871546394,,8.710628531,30.59852862,,9.494930842,27.37171314,,2.331841306,6.871546394,,,0.277832397,27.15529933,,1.105128701,63.2693755,,13229,39.13324557
13231,0,,,190,190,190,,30,190,,30,190,,25,190,,,100,0,,100,0,,13231,0
13233,4.091274339,,,17.03833993,15.36431403,8.17834815,,4.850385186,17.03833993,,5.329702911,15.36431403,,2.775301066,8.17834815,,,0.277832397,42.90977857,,1.116576455,32.49207044,,13233,14.18597181
13235,7.034248724,,,25.37864694,22.7495648,6.113987321,,7.224660013,25.37864694,,7.891561021,22.7495648,,2.074765615,6.113987321,,,0.277832397,9.270497431,,1.108200048,55.01204975,,13235,26.42994996
13237,0,,,190,190,190,,30,190,,30,190,,25,190,,,100,0,,100,0,,13237,0
13239,0,,,190,190,190,,30,190,,30,190,,25,190,,,100,0,,100,0,,13239,0
13241,0,,,190,190,8.437756093,,30,190,,30,190,,2.863330473,8.437756093,,,0.277832397,44.94101646,,100,0,,13241,0
13243,4.011875469,,,16.35324345,14.75766812,6.197638063,,4.655355515,16.35324345,,5.119264457,14.75766812,,2.103152276,6.197638063,,,0.277832397,11.84670158,,1.117600238,29.73962852,,13243,15.18937795
13245,0,,,190,190,190,,30,190,,30,190,,25,190,,,100,0,,100,0,,13245,0
13247,0,,,190,190,15.44264512,,30,190,,30,190,,5.240421254,15.44264512,,,0.277832397,65.15431058,,100,0,,13247,0
13249,3.993626161,,,22.51911325,20.21747891,7.926536912,,6.410622971,22.51911325,,7.013209698,20.21747891,,2.68984958,7.926536912,,,0.277832397,40.68037113,,1.110433758,49.00672193,,13249,20.02101772
13251,6.569363753,,,23.63510786,21.20567999,6.485206504,,6.728318456,23.63510786,,7.356005229,21.20567999,,2.200737874,6.485206504,,,0.277832397,19.37714449,,1.109503048,51.50894186,,13251,21.44401385
13253,2.447731376,,,16.65848467,15.02795595,6.226410671,,4.742249983,16.65848467,,5.213024182,15.02795595,,2.112916185,6.226410671,,,0.277832397,12.68892217,,1.117134883,30.99073848,,13253,16.88959888
13255,4.582137651,,,15.65960793,14.14343958,190,,4.457894997,15.65960793,,4.906195677,14.14343958,,25,190,,,100,0,,1.11871709,26.73696461,,13255,15.54458422
13257,0,,,190,190,7.346123314,,30,190,,30,190,,2.492887743,7.346123314,,,0.277832397,34.28940314,,100,0,,13257,0
13259,0,,,190,190,190,,30,190,,30,190,,25,190,,,100,0,,100,0,,13259,0
13261,3.739276326,,,17.56934925,15.83451678,6.524242639,,5.001550133,17.56934925,,5.492810807,15.83451678,,2.213984685,6.524242639,,,0.277832397,20.26890747,,1.115831888,34.49384638,,13261,15.82394458
13263,0,,,190,190,190,,30,190,,30,190,,25,190,,,100,0,,100,0,,13263,0
13265,0,,,190,190,190,,30,190,,30,190,,25,190,,,100,0,,100,0,,13265,0
13267,2.030179498,,,21.59423271,19.39850712,6.451486993,,6.14733283,21.59423271,,6.729117853,19.39850712,,2.189295246,6.451486993,,,0.277832397,18.58446629,,1.111271398,46.754724,,13267,16.63918557
13269,5.53552103,,,22.30740952,20.03001762,6.810475565,,6.350356262,22.30740952,,6.948181545,20.03001762,,2.31111708,6.810475565,,,0.277832397,26.06536681,,1.110619888,48.50627795,,13269,21.49891739
13271,0,,,190,190,6.857439202,,30,190,,30,190,,2.327054067,6.857439202,,,0.277832397,26.9075874,,100,0,,13271,0
13273,9.222319931,,,23.17680579,20.79985849,6.537522582,,6.59785143,23.17680579,,7.215230443,20.79985849,,2.218491199,6.537522582,,,0.277832397,20.56616179,,1.109875328,50.50805389,,13273,23.70743631
13275,4.896983356,,,18.42337292,16.59074561,7.206470658,,5.244669108,18.42337292,,5.755137846,16.59074561,,2.44549698,7.206470658,,,0.277832397,32.40679241,,1.114715035,37.49651028,,13275,17.17300894
13277,9.602658783,,,24.6033508,22.06304856,6.190973704,,7.003952775,24.6033508,,7.653416472,22.06304856,,2.100890743,6.190973704,,,0.277832397,11.64853203,,1.108758485,53.5107178,,13277,27.39235449
13279,6.802602333,,,17.98730783,16.20461452,6.245425217,,5.120532387,17.98730783,,5.621193433,16.20461452,,2.119368721,6.245425217,,,0.277832397,13.23388843,,1.115273454,35.99517833,,13279,17.76467377
13281,0,,,190,190,190,,30,190,,30,190,,25,190,,,100,0,,100,0,,13281,0
13283,7.934489891,,,30.0435643,26.88029846,6.428819462,,8.552644202,30.0435643,,9.324464771,26.88029846,,2.181603079,6.428819462,,,0.277832397,18.03950003,,1.105407912,62.51870952,,13283,30.59641382
13285,0,,,190,190,190,,30,190,,30,190,,25,190,,,100,0,,100,0,,13285,0
13287,0,,,190,190,6.47457207,,30,190,,30,190,,2.197129107,6.47457207,,,0.277832397,19.12943255,,100,0,,13287,0
13289,0,,,190,190,6.457741022,,30,190,,30,190,,2.191417535,6.457741022,,,0.277832397,18.73309345,,100,0,,13289,0
13291,0,,,190,190,8.478445001,,30,190,,30,190,,2.877138148,8.478445001,,,0.277832397,45.23827079,,100,0,,13291,0
13293,0,,,190,190,190,,30,190,,30,190,,25,190,,,100,0,,100,0,,13293,0
13295,10.60342355,,,16.41349617,14.81102149,190,,4.672507945,16.41349617,,5.137772124,14.81102149,,25,190,,,100,0,,1.117507175,29.98985051,,13295,18.60323197
13297,6.696609839,,,33.24236524,29.71280136,8.641443248,,9.463262064,33.24236524,,10.30702728,29.71280136,,2.932451177,8.641443248,,,0.277832397,46.3777457,,1.103918761,66.5222614,,13297,28.18016932
13299,4.690552558,,,20.19784467,18.16202082,6.75190215,,5.749816412,20.19784467,,6.30019505,18.16202082,,2.291240345,6.75190215,,,0.277832397,24.97543428,,1.112667471,43.00139412,,13299,17.54708451
13301,0,,,190,190,190,,30,190,,30,190,,25,190,,,100,0,,100,0,,13301,0
13303,6.270677521,,,19.60091524,17.63344649,6.312058294,,5.579885675,19.60091524,,6.116838727,17.63344649,,2.141980482,6.312058294,,,0.277832397,15.06695677,,1.113318958,41.24984017,,13303,17.82013853
13305,0,,,190,190,7.62031964,,30,190,,30,190,,2.58593555,7.62031964,,,0.277832397,37.55920072,,100,0,,13305,0
13307,0,,,190,190,6.796949795,,30,190,,30,190,,2.306527145,6.796949795,,,0.277832397,25.81765487,,100,0,,13307,0
13309,2.970963879,,,22.41280523,20.12334408,190,,6.380359761,22.41280523,,6.980555415,20.12334408,,25,190,,,100,0,,1.110526837,48.75649994,,13309,18.50709998
13311,0,,,190,190,8.731195481,,30,190,,30,190,,2.962908363,8.731195481,,,0.277832397,46.97225435,,100,0,,13311,0
13313,0,,,190,190,10.73069925,,30,190,,30,190,,3.64143474,10.73069925,,,0.277832397,56.13759605,,100,0,,13313,0
13315,7.582254268,,,18.80145629,16.92553416,6.461927718,,5.352299897,18.80145629,,5.871272124,16.92553416,,2.192838279,6.461927718,,,0.277832397,18.83217823,,1.114249677,38.74762025,,13315,19.86404535
13317,0,,,190,190,190,,30,190,,30,190,,25,190,,,100,0,,100,0,,13317,0
13319,0,,,190,190,5.966805354,,30,190,,30,190,,2.024819799,5.966805354,,,0.277832397,4.217173901,,100,0,,13319,0
13321,5.509323406,,,23.98987123,21.51981902,6.270159716,,6.829310631,23.98987123,,7.464976425,21.51981902,,2.127762309,6.270159716,,,0.277832397,13.92748186,,1.10922383,52.25960783,,13321,24.52521268
15001,0,,,190,190,190,,30,190,,30,190,,25,190,,,100,0,,100,0,,15001,0
15003,0,,,190,190,7.256526347,,30,190,,30,190,,2.462483247,7.256526347,,,0.277832397,33.10038584,,100,0,,15003,0
15005,0,,,190,190,190,,30,190,,30,190,,25,190,,,100,0,,100,0,,15005,0
15007,0,,,190,190,12.96810552,,30,190,,30,190,,4.400692708,12.96810552,,,0.277832397,61.58725868,,100,0,,15007,0
15009,0,,,190,190,11.63290932,,30,190,,30,190,,3.947597369,11.63290932,,,0.277832397,58.7138002,,100,0,,15009,0
16001,0,,,190,190,5.840783821,,30,190,,30,190,,1.982054721,5.840783821,,,0.277832397,-0.737064853,,100,0,,16001,0
16003,0,,,190,190,190,,30,190,,30,190,,25,190,,,100,0,,100,0,,16003,0
16005,0,,,190,190,190,,30,190,,30,190,,25,190,,,100,0,,100,0,,16005,0
16007,0,,,190,190,190,,30,190,,30,190,,25,190,,,100,0,,100,0,,16007,0
16009,0,,,190,190,190,,30,190,,30,190,,25,190,,,100,0,,100,0,,16009,0
16011,0,,,190,190,6.412589915,,30,190,,30,190,,2.176095625,6.412589915,,,0.277832397,17.64316093,,100,0,,16011,0
16013,0,,,190,190,190,,30,190,,30,190,,25,190,,,100,0,,100,0,,16013,0
16015,0,,,190,190,190,,30,190,,30,190,,25,190,,,100,0,,100,0,,16015,0
16017,0,,,190,190,190,,30,190,,30,190,,25,190,,,100,0,,100,0,,16017,0
16019,0,,,190,190,190,,30,190,,30,190,,25,190,,,100,0,,100,0,,16019,0
16021,0,,,190,190,190,,30,190,,30,190,,25,190,,,100,0,,100,0,,16021,0
16023,0,,,190,190,190,,30,190,,30,190,,25,190,,,100,0,,100,0,,16023,0
16025,0,,,190,190,190,,30,190,,30,190,,25,190,,,100,0,,100,0,,16025,0
16027,0,,,190,190,6.153410272,,30,190,,30,190,,2.08814369,6.153410272,,,0.277832397,10.50905712,,100,0,,16027,0
16029,0,,,190,190,190,,30,190,,30,190,,25,190,,,100,0,,100,0,,16029,0
16031,0,,,190,190,6.176122972,,30,190,,30,190,,2.095851186,6.176122972,,,0.277832397,11.20265055,,100,0,,16031,0
16033,0,,,190,190,190,,30,190,,30,190,,25,190,,,100,0,,100,0,,16033,0
16035,0,,,190,190,190,,30,190,,30,190,,25,190,,,100,0,,100,0,,16035,0
16037,0,,,190,190,190,,30,190,,30,190,,25,190,,,100,0,,100,0,,16037,0
16039,0,,,190,190,6.197638063,,30,190,,30,190,,2.103152276,6.197638063,,,0.277832397,11.84670158,,100,0,,16039,0
16041,0,,,190,190,6.355495102,,30,190,,30,190,,2.156720649,6.355495102,,,0.277832397,16.20643169,,100,0,,16041,0
16043,0,,,190,190,190,,30,190,,30,190,,25,190,,,100,0,,100,0,,16043,0
16045,0,,,190,190,6.167957628,,30,190,,30,190,,2.093080298,6.167957628,,,0.277832397,10.95493861,,100,0,,16045,0
16047,0,,,190,190,6.164708202,,30,190,,30,190,,2.091977614,6.164708202,,,0.277832397,10.85585383,,100,0,,16047,0
16049,0,,,190,190,190,,30,190,,30,190,,25,190,,,100,0,,100,0,,16049,0
16051,0,,,190,190,190,,30,190,,30,190,,25,190,,,100,0,,100,0,,16051,0
16053,0,,,190,190,5.867133821,,30,190,,30,190,,1.990996525,5.867133821,,,0.277832397,0.352867673,,100,0,,16053,0
16055,0,,,190,190,190,,30,190,,30,190,,25,190,,,100,0,,100,0,,16055,0
16057,0,,,190,190,190,,30,190,,30,190,,25,190,,,100,0,,100,0,,16057,0
16059,0,,,190,190,190,,30,190,,30,190,,25,190,,,100,0,,100,0,,16059,0
16061,0,,,190,190,190,,30,190,,30,190,,25,190,,,100,0,,100,0,,16061,0
16063,0,,,190,190,5.966805354,,30,190,,30,190,,2.024819799,5.966805354,,,0.277832397,4.217173901,,100,0,,16063,0
16065,0,,,190,190,190,,30,190,,30,190,,25,190,,,100,0,,100,0,,16065,0
16067,0,,,190,190,190,,30,190,,30,190,,25,190,,,100,0,,100,0,,16067,0
16069,0,,,190,190,190,,30,190,,30,190,,25,190,,,100,0,,100,0,,16069,0
16071,0,,,190,190,190,,30,190,,30,190,,25,190,,,100,0,,100,0,,16071,0
16073,0,,,190,190,6.023484691,,30,190,,30,190,,2.044053784,6.023484691,,,0.277832397,6.248411791,,100,0,,16073,0
16075,0,,,190,190,5.896732812,,30,190,,30,190,,2.001040865,5.896732812,,,0.277832397,1.541884974,,100,0,,16075,0
16077,0,,,190,190,6.212779098,,30,190,,30,190,,2.108290346,6.212779098,,,0.277832397,12.29258307,,100,0,,16077,0
16079,0,,,190,190,190,,30,190,,30,190,,25,190,,,100,0,,100,0,,16079,0
16081,0,,,190,190,190,,30,190,,30,190,,25,190,,,100,0,,100,0,,16081,0
16083,0,,,190,190,6.142227324,,30,190,,30,190,,2.084348786,6.142227324,,,0.277832397,10.16226041,,100,0,,16083,0
16085,0,,,190,190,190,,30,190,,30,190,,25,190,,,100,0,,100,0,,16085,0
16087,0,,,190,190,5.91825987,,30,190,,30,190,,2.008346016,5.91825987,,,0.277832397,2.384105562,,100,0,,16087,0
17001,6.780382421,,,13.21295107,11.97638378,6.250666385,,3.761393563,13.21295107,,4.154469073,11.97638378,,2.121147298,6.250666385,,,0.277832397,13.3825156,,1.123463721,13.975643,,17001,13.05094217
17003,2.495182142,,,16.72074545,15.08308752,6.66594628,,4.759974055,16.72074545,,5.232148683,15.08308752,,2.262071445,6.66594628,,,0.277832397,23.29099311,,1.11704182,31.24096047,,17003,13.28584822
17005,2.120941416,,,13.21295107,11.97638378,6.589722237,,3.761393563,13.21295107,,4.154469073,11.97638378,,2.236205015,6.589722237,,,0.277832397,21.7056367,,1.123463721,13.975643,,17005,10.59283902
17007,4.216681157,,,15.99978602,14.44468558,6.254173883,,4.554735111,15.99978602,,5.010694432,14.44468558,,2.122337558,6.254173883,,,0.277832397,13.48160037,,1.118158674,28.23829657,,17007,14.43530078
17009,5.803205879,,,13.50817354,12.23780017,6.2350143,,3.845435947,13.50817354,,4.245151398,12.23780017,,2.115835804,6.2350143,,,0.277832397,12.93663411,,1.122812226,15.72719695,,17009,12.09412537
17011,2.390885964,,,11.78664361,10.71340396,5.94027008,,3.355359841,11.78664361,,3.716355974,10.71340396,,2.015815123,5.94027008,,,0.277832397,3.226326151,,1.127000426,4.46720729,,17011,10.21056546
17013,7.417199095,,,13.04920101,11.83138478,6.705730608,,3.714778055,13.04920101,,4.104170596,11.83138478,,2.275572153,6.705730608,,,0.277832397,24.08367131,,1.123836015,12.97475503,,17013,17.35002171
17015,1.67904824,,,11.45429834,10.41911591,5.839603358,,3.260749533,11.45429834,,3.614270854,10.41911591,,1.981654135,5.839603358,,,0.277832397,-0.786607241,,1.127931158,1.964987366,,17015,8.420170055
17017,3.491562081,,,12.17151279,11.05420151,6.153410272,,3.464922379,12.17151279,,3.834574707,11.05420151,,2.08814369,6.153410272,,,0.277832397,10.50905712,,1.12597665,7.219649206,,17017,10.62116306
17019,2.167910265,,,11.23094043,10.221335,6.087978158,,3.197165177,11.23094043,,3.545662941,10.221335,,2.065939474,6.087978158,,,0.277832397,8.428276843,,1.128582655,0.21343342,,17019,9.558137139
17021,4.711872108,,,10.63140869,9.690455991,5.991301499,,3.026493627,10.63140869,,3.361507151,9.690455991,,2.033132502,5.991301499,,,0.277832397,5.108936877,,1.130444077,-4.791006428,,17021,10.67344353
17023,2.124189761,,,13.25444184,12.01312327,6.266586344,,3.773204936,13.25444184,,4.167213577,12.01312327,,2.126549695,6.266586344,,,0.277832397,13.82839709,,1.123370654,14.22586499,,17023,12.49602408
17025,3.737505879,,,17.77613626,16.01762469,7.679602032,,5.060417174,17.77613626,,5.556328824,16.01762469,,2.606052874,7.679602032,,,0.277832397,38.20325176,,1.115552668,35.24451235,,17025,17.01116113
17027,2.486878673,,,15.43987675,13.94880757,6.715859148,,4.395343077,15.43987675,,4.838680082,13.94880757,,2.279009246,6.715859148,,,0.277832397,24.28184086,,1.119089372,25.73607664,,17027,12.03731669
17029,3.54603584,,,11.42193422,10.39045795,6.091005486,,3.251536287,11.42193422,,3.604329738,10.39045795,,2.066966789,6.091005486,,,0.277832397,8.527361618,,1.12802422,1.714765374,,17029,10.11890343
17031,12.39946489,,,15.54905991,14.04551906,7.014270703,,4.426424767,15.54905991,,4.872228181,14.04551906,,2.380274427,7.014270703,,,0.277832397,29.53333394,,1.11890324,26.23652063,,17031,19.70167335
17033,3.144516673,,,13.50817354,12.23780017,6.400556347,,3.845435947,13.50817354,,4.245151398,12.23780017,,2.172012065,6.400556347,,,0.277832397,17.3459066,,1.122812226,15.72719695,,17033,11.46394456
17035,4.905314242,,,14.27473135,12.91675239,6.384692941,,4.063655599,14.27473135,,4.480672073,12.91675239,,2.16662886,6.384692941,,,0.277832397,16.9495675,,1.121230018,19.98097082,,17035,14.93022074
17037,2.666355305,,,12.46505396,11.31412893,6.081949275,,3.54848614,12.46505396,,3.924740524,11.31412893,,2.063893588,6.081949275,,,0.277832397,8.230107293,,1.125232078,9.221425145,,17037,9.949952488
17039,1.684069899,,,10.92429933,9.949807426,6.043577791,,3.109872198,10.92429933,,3.451473166,9.949807426,,2.050872325,6.043577791,,,0.277832397,6.942005216,,1.129513369,-2.288786504,,17039,10.29905596
17041,5.627613885,,,11.35766636,10.33354926,5.972197793,,3.233240848,11.35766636,,3.58458877,10.33354926,,2.026649709,5.972197793,,,0.277832397,4.415343452,,1.128210357,1.214321389,,17041,13.32310748
17043,6.065489619,,,15.3320331,13.85328256,190,,4.364642712,15.3320331,,4.805543562,13.85328256,,25,190,,,100,0,,1.119275526,25.23563266,,17043,15.89586823
17045,5.019665394,,,11.71888074,10.65340079,6.12958542,,3.336069462,11.71888074,,3.695541571,10.65340079,,2.080058789,6.12958542,,,0.277832397,9.765921306,,1.127186583,3.966763305,,17045,13.06716698
17047,4.455568976,,,14.32216874,12.95877115,6.578196415,,4.077159828,14.32216874,,4.495247894,12.95877115,,2.232293758,6.578196415,,,0.277832397,21.45792477,,1.121136943,20.23119281,,17047,13.46859063
17049,10.62611715,,,14.32216874,12.95877115,6.351654784,,4.077159828,14.32216874,,4.495247894,12.95877115,,2.155417447,6.351654784,,,0.277832397,16.10734691,,1.121136943,20.23119281,,17049,20.11052423
17051,3.882755018,,,14.81207325,13.39271578,6.606028973,,4.216623274,14.81207325,,4.645778269,13.39271578,,2.241738664,6.606028973,,,0.277832397,22.05243342,,1.120206232,22.73341273,,17051,12.76002092
17053,2.437545965,,,12.13564774,11.02244333,6.061114072,,3.454712506,12.13564774,,3.823558162,11.02244333,,2.056823216,6.061114072,,,0.277832397,7.536513867,,1.126069716,6.969427214,,17053,12.44538895
17055,4.818713769,,,15.88494969,14.34299914,6.695675785,,4.522044106,15.88494969,,4.975420582,14.34299914,,2.272160075,6.695675785,,,0.277832397,23.88550176,,1.118344814,27.73785258,,17055,15.01681162
17057,2.049278241,,,13.00880784,11.79561708,6.098611489,,3.703279141,13.00880784,,4.091763194,11.79561708,,2.069547867,6.098611489,,,0.277832397,8.775073556,,1.123929087,12.72453304,,17057,10.83935472
17059,3.525264281,,,13.42267209,12.16208928,6.194300908,,3.821095841,13.42267209,,4.218888166,12.16208928,,2.102019821,6.194300908,,,0.277832397,11.74761681,,1.122998379,15.22675296,,17059,11.83342685
17061,1.844887881,,,11.48681744,10.44791106,6.197638063,,3.270006901,11.48681744,,3.624259557,10.44791106,,2.103152276,6.197638063,,,0.277832397,11.84670158,,1.127838071,2.215209359,,17061,9.198292055
17063,1.618448969,,,13.17168349,11.9398417,6.071480395,,3.749645725,13.17168349,,4.141793049,11.9398417,,2.060341001,6.071480395,,,0.277832397,7.88331058,,1.123556807,13.72542101,,17063,10.10909678
17065,6.018140543,,,13.68202696,12.39175047,6.40255373,,3.894927624,13.68202696,,4.298554977,12.39175047,,2.172689872,6.40255373,,,0.277832397,17.39544899,,1.122439947,16.72808492,,17065,14.63587939
17067,3.789009525,,,11.45429834,10.41911591,5.954777152,,3.260749533,11.45429834,,3.614270854,10.41911591,,2.02073806,5.954777152,,,0.277832397,3.771292414,,1.127931158,1.964987366,,17067,11.22132387
17069,3.249656923,,,19.03505297,17.13238136,190,,5.418798973,19.03505297,,5.943025025,17.13238136,,25,190,,,100,0,,1.113970458,39.49828622,,17069,15.24381019
17071,3.826996877,,,11.48681744,10.44791106,5.950799686,,3.270006901,11.48681744,,3.624259557,10.44791106,,2.019388318,5.950799686,,,0.277832397,3.622665251,,1.127838071,2.215209359,,17071,12.4857341
17073,2.417015307,,,12.20755844,11.08611954,5.906804035,,3.475183666,12.20755844,,3.8456467,11.08611954,,2.004458509,5.906804035,,,0.277832397,1.938224074,,1.12588358,7.469871199,,17073,11.95390332
17075,3.447270309,,,13.55127759,12.27596839,6.221279548,,3.857706582,13.55127759,,4.258391513,12.27596839,,2.111174952,6.221279548,,,0.277832397,12.54029501,,1.122719167,15.97741894,,17075,12.97024372
17077,5.243143725,,,15.82807457,14.29263712,6.685693954,,4.505853195,15.82807457,,4.957950578,14.29263712,,2.268772767,6.685693954,,,0.277832397,23.68733221,,1.118437883,27.48763059,,17077,15.97514979
17079,2.74129065,,,14.27473135,12.91675239,6.476691889,,4.063655599,14.27473135,,4.480672073,12.91675239,,2.197848462,6.476691889,,,0.277832397,19.17897494,,1.121230018,19.98097082,,17079,11.63828048
17081,6.018751533,,,17.56934925,15.83451678,7.1140879,,5.001550133,17.56934925,,5.492810807,15.83451678,,2.414147132,7.1140879,,,0.277832397,31.06914795,,1.115831888,34.49384638,,17081,16.91539114
17083,3.597291607,,,12.96862891,11.76003905,6.571328999,,3.691841212,12.96862891,,4.079421588,11.76003905,,2.229963318,6.571328999,,,0.277832397,21.3092976,,1.124022164,12.47431105,,17083,11.55034757
17085,5.843702474,,,13.72609552,12.43078534,6.195968241,,3.907472833,13.72609552,,4.312095721,12.43078534,,2.102585626,6.195968241,,,0.277832397,11.7971592,,1.122346873,16.97830691,,17085,15.28571356
17087,4.463136692,,,17.03833993,15.36431403,6.989524164,,4.850385186,17.03833993,,5.329702911,15.36431403,,2.371876754,6.989524164,,,0.277832397,29.13699484,,1.116576455,32.49207044,,17087,15.91573422
17089,3.265050304,,,12.96862891,11.76003905,6.361278547,,3.691841212,12.96862891,,4.079421588,11.76003905,,2.158683246,6.361278547,,,0.277832397,16.35505885,,1.124022164,12.47431105,,17089,11.67940669
17091,4.008985747,,,14.13404546,12.79213669,6.118643151,,4.023605878,14.13404546,,4.437444328,12.79213669,,2.076345559,6.118643151,,,0.277832397,9.419124594,,1.121509225,19.23030484,,17091,13.3374486
17093,3.612057931,,,12.92866277,11.72464951,6.078947606,,3.680463861,12.92866277,,4.067145365,11.72464951,,2.062874979,6.078947606,,,0.277832397,8.131022518,,1.124115225,12.22408905,,17093,14.32144302
17095,3.302970791,,,11.48681744,10.44791106,5.836070832,,3.270006901,11.48681744,,3.624259557,10.44791106,,1.980455381,5.836070832,,,0.277832397,-0.935234403,,1.127838071,2.215209359,,17095,11.77429785
17097,4.789091585,,,22.84363255,20.50483742,6.832385953,,6.50300542,22.84363255,,7.112891043,20.50483742,,2.318552313,6.832385953,,,0.277832397,26.46170591,,1.110154543,49.75738791,,17097,20.37957109
17099,4.794439814,,,12.2437861,11.11819871,5.987177334,,3.485496767,12.2437861,,3.856774595,11.11819871,,2.031732977,5.987177334,,,0.277832397,4.960309715,,1.125790515,7.720093191,,17099,12.46284059
17101,4.286423198,,,13.50817354,12.23780017,6.53086553,,3.845435947,13.50817354,,4.245151398,12.23780017,,2.216232145,6.53086553,,,0.277832397,20.41753463,,1.122812226,15.72719695,,17101,12.79203185
17103,2.447255769,,,12.17151279,11.05420151,6.036356987,,3.464922379,12.17151279,,3.834574707,11.05420151,,2.048421964,6.036356987,,,0.277832397,6.694293279,,1.12597665,7.219649206,,17103,9.849794891
17105,7.196679277,,,12.50259554,11.34737168,6.033482633,,3.559173278,12.50259554,,3.936272047,11.34737168,,2.047446559,6.033482633,,,0.277832397,6.595208504,,1.125139021,9.471647138,,17105,15.03680758
17107,3.678709815,,,10.37881464,9.466786752,5.945520931,,2.95458648,10.37881464,,3.283918878,9.466786752,,2.017596986,5.945520931,,,0.277832397,3.424495701,,1.131281704,-7.043004359,,17107,10.82746316
17109,5.1377603,,,10.98449695,10.00311191,5.923394717,,3.12700894,10.98449695,,3.469963876,10.00311191,,2.010088513,5.923394717,,,0.277832397,2.582275112,,1.129327219,-1.788342519,,17109,11.78550062
17111,4.490434983,,,15.65960793,14.14343958,6.447334858,,4.457894997,15.65960793,,4.906195677,14.14343958,,2.18788623,6.447334858,,,0.277832397,18.48538151,,1.11871709,26.73696461,,17111,15.07128805
17113,3.171550787,,,10.95432885,9.976398402,5.941580215,,3.118420843,10.95432885,,3.460697268,9.976398402,,2.016259714,5.941580215,,,0.277832397,3.275868538,,1.129420288,-2.038564512,,17113,9.567113206
17115,2.836544951,,,10.89440704,9.92333815,6.000989784,,3.101362618,10.89440704,,3.44229128,9.92333815,,2.036420196,6.000989784,,,0.277832397,5.45573359,,1.129606439,-2.539008496,,17115,11.92598206
17117,2.968843748,,,12.31679347,11.18284579,6.259472562,,3.50628012,12.31679347,,3.87919992,11.18284579,,2.124135651,6.259472562,,,0.277832397,13.63022754,,1.125604361,8.220537176,,17117,10.31195221
17119,2.730831854,,,13.33809974,12.08720158,6.500245948,,3.79702023,13.33809974,,4.192910486,12.08720158,,2.20584147,6.500245948,,,0.277832397,19.7239412,,1.123184508,14.72630898,,17119,11.08991498
17121,8.641182829,,,16.11609463,14.54767562,7.045775541,,4.587845236,16.11609463,,5.046420485,14.54767562,,2.390965512,7.045775541,,,0.277832397,30.02875781,,1.117972525,28.73874055,,17121,18.52251012
17123,3.593299193,,,12.31679347,11.18284579,5.896732812,,3.50628012,12.31679347,,3.87919992,11.18284579,,2.001040865,5.896732812,,,0.277832397,1.541884974,,1.125604361,8.220537176,,17123,13.11446614
17125,2.529032366,,,11.95898602,10.86601132,6.058170947,,3.404421375,11.95898602,,3.769293703,10.86601132,,2.055824474,6.058170947,,,0.277832397,7.437429092,,1.126535077,5.718317252,,17125,10.69064188
17127,3.744183516,,,15.99978602,14.44468558,6.470343266,,4.554735111,15.99978602,,5.010694432,14.44468558,,2.195694073,6.470343266,,,0.277832397,19.03034778,,1.118158674,28.23829657,,17127,14.78617174
17129,14.1621588,,,11.45429834,10.41911591,5.989924903,,3.260749533,11.45429834,,3.614270854,10.41911591,,2.032665358,5.989924903,,,0.277832397,5.05939449,,1.127931158,1.964987366,,17129,14.69076974
17131,2.722794843,,,11.75267954,10.68332928,5.820915052,,3.345691128,11.75267954,,3.705923417,10.68332928,,1.975312307,5.820915052,,,0.277832397,-1.579285441,,1.127093512,4.216985298,,17131,12.01158183
17133,1.717038745,,,17.84603292,16.07951705,7.100844825,,5.080314987,17.84603292,,5.57779857,16.07951705,,2.409653129,7.100844825,,,0.277832397,30.8709784,,1.115459599,35.49473435,,17133,12.69383889
17135,4.735466643,,,12.35357559,11.21541605,6.216171662,,3.516751061,12.35357559,,3.890498167,11.21541605,,2.109441604,6.216171662,,,0.277832397,12.39166785,,1.125511297,8.470759168,,17135,13.53588325
17137,3.253850879,,,11.88953967,10.80451735,6.147005978,,3.384651751,11.88953967,,3.747962159,10.80451735,,2.08597041,6.147005978,,,0.277832397,10.31088757,,1.126721218,5.217873267,,17137,9.737283207
17139,1.949175054,,,10.92429933,9.949807426,5.966805354,,3.109872198,10.92429933,,3.451473166,9.949807426,,2.024819799,5.966805354,,,0.277832397,4.217173901,,1.129513369,-2.288786504,,17139,10.51627715
17141,2.284089108,,,12.88890747,11.68944661,6.042129623,,3.669146533,12.88890747,,4.054933888,11.68944661,,2.050380893,6.042129623,,,0.277832397,6.892462829,,1.124208291,11.97386706,,17141,12.09344157
