,0,1,2,3,4
0,0.0010568614090971096,1.142225459373094,2.232298743984188,0.08984922160370837,11999999997.154251
1,0.00199731668698758,11999999999.867222,0.006081333887991036,462.8682171282385,0.017762997233603528
2,11999999999.989466,34.747768909470324,0.19079493138201542,0.04332625229154985,0.012395970858506189
3,1045.6132781088963,748408963.5625081,146368.76802066248,8294717.881013274,11995662872.281967
4,37937831.95205963,11934092261.786646,1822870.4136470417,22381351.481009413,1550283268.9748974
5,11489312086.744232,6574749112.169508,12756412.985038714,373141233.4749211,3628719.3357390314
6,2346154057.4455814,10701929503.034216,69045.33434756158,6495384.361258127,12355657.93265995
7,6231856.282041943,2072982571.4732342,40059113.313876934,33337.66992978063,11795413775.32388
8,2181551244.501341,11468106091.233011,174472.97917050996,28062078.84492591,50914864.51613104
9,389592.12019274384,10636324329.774433,3021564.3368239123,8354238.99354947,3278310992.3561172
10,10619070738.819727,4721890203.073828,61045858.96458003,20944567.294558287,0.013169535365792713
11,11520337285.454956,973578199.1257062,101.30402432110668,73858079.99156848,20010.707029453035
12,11999999999.989466,421514948.689579,1402826.255370155,224946093.8607252,0.012395970858506189
13,1058.413138194775,7442644147.345819,39803.54071313492,603954139.6253853,11646807795.470268
14,4857657256.798588,8151421285.650413,14524.853520746261,389041.5257599512,17658488.229992125
15,52089.09751715112,3936622025.697084,2025446.0212286133,96300.34697283932,11803186215.455309
16,1041.2000111530963,6416617371.053348,113788658.58792076,8628307.97329685,11995662872.281967
17,4474702445.668692,11998724831.813622,14430.892705234422,120434061.4498753,303385.61507164006
18,619977.2424608653,8046680941.396321,488690983.79559875,43527430.34948298,9381739694.420532
19,11999999999.934864,9552263179.536724,999896.535202153,0.02169422279054345,0.012395970858506189
20,333619.7327964422,11978565486.283482,3021564.3368239123,250671.35164213687,2124445916.3172574
21,2724019.205000602,2344479520.8005624,1313.517522477925,281692.7536403383,11831095335.710497
22,159405.5465153902,10653137808.11437,3021564.3368239123,5831458.4193811305,2071727742.1266022
23,6133493.683964573,1547191295.1305304,78732403.59661674,720.8791453970098,11928232734.959623
24,2270629.052176015,9049475070.148108,10885397.945269227,559114550.0784781,6073025367.3204365
25,10608523134.492498,11842607370.992651,1417388.7520712803,134852771.02004778,28549091.43948028
26,767937887.9122646,11392223529.121284,29636.538212202955,15232278.454300797,7032057.440571741
27,10339915277.146051,11999376450.386017,335622114.1215188,1515573.1084761806,13323683.278938625
28,385987.73371345573,10653137808.11437,3021564.3368239123,250671.35164213687,2833502733.627985
29,32150748.210486412,248319143.03126097,283506271.685334,7464734.433022827,11999999997.154251
30,11670490226.366863,11074842516.207281,12756412.985038714,531759341.6068882,326964.2551658526
31,1058.413138194775,1233519859.22011,1217281675.0314295,23259830.686096728,11492045664.62111
32,673378980.7379017,11392223529.121284,29636.538212202955,15232278.454300797,7032057.440571741
33,52089.09751715112,4316925433.935774,2025446.0212286133,153438.12153523843,11803186215.455309
34,11254181494.19422,3068645769.1969833,407195.9432054699,73302689.51306449,5039.991639202461
35,11520337285.454956,973578199.1257062,101.30402432110668,421905914.5655188,20010.707029453035
36,2322.9618859687516,11976309645.12308,4.920584092030367,416080.3635232132,406007648.14009786
37,619977.2424608653,8046680941.396321,501112651.1677322,43527430.34948298,11982031119.098541
38,4965.7332110361895,3779234476.9648848,60366903.67804845,7592932.2228753455,9261090084.152609
39,11433415159.79933,1763965931.8423924,1998.5671659941527,309547759.87931645,20471.85747526423
40,3797045802.989854,10701929503.034216,69045.33434756158,6495384.361258127,12355657.93265995
41,4674703100.164171,10116588601.980164,1938143.5406250274,560401506.653748,13663044.019885
42,385987.73371345573,11918299863.412724,3021564.3368239123,250671.35164213687,2833502733.627985
43,1611870710.5144217,10577219765.39923,14139.372074584131,851527.8550021504,2859.4418416785384
44,10615224594.72934,4970490177.172221,61045858.96458003,20861057.16021879,752.6174628355343
45,767.0105503241466,1357428280.2600732,2206750.4978133244,8294717.881013274,11995662872.281967
46,2270629.052176015,11177430014.703272,10885397.945269227,29667.878330711843,6073025367.3204365
47,5606434599.1322155,7254710614.531817,14291.750662195185,15051403.993536478,17658488.229992125
48,11752622115.342234,1574604668.508909,80192.2037051515,31318035.59857306,4.809915773741011
49,588913.0662039407,2970654049.802657,86671.87011255985,674061.6836124286,11993038521.633734
50,1058.413138194775,5325517450.066742,726130830.5120971,1235394.6081026066,9266333332.10636
51,4951.662334402569,7348697651.078643,14184.06623014995,779630.7662826402,11986410040.15757
52,1027.6947280568756,3265669661.099069,37551600.40867856,6038917.526804264,11286661025.706911
53,10886542796.897774,3260293266.5816317,20236739.33306876,8593150.543225527,0.0068719062809089754
54,4951.662334402569,1088434433.2740707,13879.015128898376,979995.9056040635,11992193561.283266
55,3336417326.5988426,11512858795.999928,63895.79472750865,6766730.051563055,1686.8776186276405
56,34372.58207579391,11538914919.710175,2025446.0212286133,153438.12153523843,5319190629.262644
57,240800828.85913503,11999999997.800465,5.464401083468829,9192.90352521155,181715.4079435747
58,3336417326.5988426,11797226628.592758,8069.917811626059,133495.6257377481,78106210.26149753
59,10058170669.174162,6897783860.324887,3064642.811804165,38832439.120941125,15521601.125202246
60,4429288653.466913,8304723743.43767,14291.750662195185,283779541.9259304,17658488.229992125
61,3224045.571336492,11949895075.979267,420343.9935865246,9688155.071393065,1325477820.445554
62,9993206810.603899,3714481189.1201572,61036317.37501146,8593150.543225527,0.013169535365792713
63,2302.1773598621494,11928279807.314999,2021837.5647894565,153438.12153523843,897414177.5194368
64,2270629.052176015,11177430014.703272,36823791.94797615,591878602.455117,7097147406.854273
65,2213743.0804989743,11719210730.673965,74252259.05062899,33491.57432953436,8987378295.384396
66,2213743.0804989743,11719210730.673965,470456.2694702236,954266199.5362996,8987378295.384396
67,12585665.66238042,11970223825.741827,1542049.15167927,1019954583.6003666,11638782631.08706
68,2322.9618859687516,11980542908.21063,4.920584092030367,47701172.50907153,228297889.13825014
69,10058170669.174162,6976736082.437483,3064642.811804165,38832439.120941125,15521601.125202246
70,1058.413138194775,11983018213.484627,271625490.66316926,4268936.308631856,10886068394.590435
71,11433415159.79933,1763965931.8423924,1998.5671659941527,64788351.57145542,20471.85747526423
72,1058.413138194775,10358565753.196682,119218350.47202647,23259830.686096728,11802876344.179892
73,1240019196.768034,11392223529.121284,42883.21001020753,22373259.69231978,7032057.440571741
74,11999999999.989466,421514948.689579,1402826.255370155,2957157.513419658,0.012395970858506189
75,11720680410.05727,10577219765.39923,8596185.234316051,68359292.1308851,13245612.84644093
76,4951.662334402569,1088434433.2740707,13879.015128898376,979995.9056040635,11942642542.000946
77,11465006733.997046,1763965931.8423924,1998.5671659941527,697453739.2838511,9137.682560651925
78,10857169899.49293,2503334144.164628,211718.41164642584,190526545.64769256,28216740.817290783
79,1540545370.9111223,11965321803.240688,22715420.768160425,461735143.5514397,2859.4418416785384
80,356760.8025335562,10938988377.90096,2324413.8648395366,184973929.6453574,3897907525.5989156
81,5606434599.1322155,8304723743.43767,14291.750662195185,15051403.993536478,17658488.229992125
82,0.0006731683317866555,364717145.22924423,100.2646442077239,1491987.3023443967,11999999997.154251
83,2322.9618859687516,11999999998.6315,4.920584092030367,196692.11840080871,987898904.180129
84,52089.09751715112,11522208794.944885,2025446.0212286133,153438.12153523843,11819489179.38287
85,11999999999.934864,10132720606.630049,999896.535202153,0.02169422279054345,13674584.927665032
86,1058.413138194775,11983018213.484627,292562679.94929034,5674053.729167029,11763897775.551214
87,11255998067.46591,2433403463.4335127,407195.9432054699,224980664.39435387,5039.991639202461
88,3224045.571336492,11987470881.39259,94680639.43963034,151203061.64716816,4680159900.547208
89,10952524246.390594,3748755806.2113266,413949.7918915879,1067250.43196946,0.0068719062809089754
90,5606434599.1322155,7792122486.102563,14291.750662195185,15051403.993536478,17658488.229992125
91,385987.73371345573,11918299863.412724,312556258.5292043,250671.35164213687,2833502733.627985
92,1243310590.9085855,11392223529.121284,42883.21001020753,22373259.69231978,7032057.440571741
93,1058.413138194775,5325517450.066742,738552497.8841997,1235394.6081026066,11968973679.806982
94,11263465255.231125,5953309626.787608,14736197.699324308,49132326.364581555,16818905.081053942
95,11263465255.231125,5953309626.787608,14736197.699324308,49132326.364581555,29.936517246630764
96,3336417326.5988426,11939013918.561314,8069.917811626059,133495.6257377481,9915.705951413081
97,1058.413138194775,11983018213.484627,172409777.3504225,158827.6584307393,6036083454.835097
98,3224045.571336492,11706750324.465101,94680639.43963034,151015910.67088133,4937843424.551465
99,11994126897.63262,175708174.6490136,29483194.361607753,26595280.227888636,0.012395970858506189
