,Price,GHG,Land
0,16.789999997170863,108899.99998594698,2.7668097851616346e-08
1,6.6600000609609,40920.000036756224,85.52000164503875
2,14.849999976139724,20940.000058815498,370.74999916850516
3,16.189826454918887,104866.40369703637,5.103467485909803
4,7.84489959394929,48649.37646668542,76.604135606824
5,11.793393608145891,28533.622118389838,263.96122401872736
6,8.140864232086606,37397.541258297235,136.672879956432
7,15.252099165611433,98623.48817094114,13.193774976366617
8,8.002220523295254,37999.54885860634,130.61414798158276
9,9.045902947029694,56929.180284674934,65.42499730694598
10,12.302937614623133,27283.16765406322,282.02148196742496
11,14.176710038320289,22610.91438434384,347.2281586312999
12,14.458632806557377,21983.65825727778,356.8997202759924
13,12.699391551135628,81152.92235091382,36.25104787414796
14,9.727727283896009,33561.918424635296,191.7640535467759
15,14.25547088769242,91894.54234981567,21.40095092777043
16,13.219638004325962,85101.05087359459,30.277983928808943
17,8.880126605371881,35540.4578625897,162.7416653515663
18,11.967578096633789,77244.89288343066,41.347551968339594
19,11.219887271190881,29797.320234441424,244.32537932677118
20,8.18588851380028,51163.69834604581,72.6512804859542
21,15.114424577253214,97641.02814461918,14.214824575248006
22,8.309024829891147,51987.24386533615,71.63284689781237
23,15.57711429906749,100883.13491409435,10.50381478738604
24,10.637544035732759,67276.30569338395,53.99883030275506
25,10.523941727454968,31641.285104133825,219.46082725478314
26,7.184091915476653,39701.033815785595,103.50386370865137
27,10.404963606309332,32298.08666012183,215.6632502941505
28,8.788069970548767,55204.677556589006,67.56949296584082
29,16.36156784135209,106435.04908352206,4.960566052638437
30,10.800395911021065,30947.26215738815,229.42641355648576
31,15.037348778936297,99470.39169152593,16.45140993604531
32,7.124124501623173,39847.794077811384,101.41330124964124
33,14.076283083289143,90691.94723483223,22.913807589606336
34,13.070414234865156,25306.78096854879,308.70983431829757
35,14.016731374015224,23129.895903171935,341.32511950748284
36,6.992199120538794,43148.97020471716,82.71743952951286
37,12.574138804980084,81241.857617492,36.156935650015626
38,13.819900316824162,89086.81970870176,25.189413262372454
39,13.628927454835754,24029.13339886846,327.9398782840702
40,8.811362912608677,35752.804874946654,160.06611651608384
41,9.218064585571236,34940.98354940203,173.76751824251943
42,8.605605091239513,53979.881378640726,69.10860452930278
43,7.743071883932523,38278.1740646257,123.23876143587526
44,12.212797081451777,27501.02816190683,278.8825953704546
45,15.754123589525099,101946.93469379781,8.78285967705447
46,10.22490779975539,64850.35456243984,55.482158711201244
47,10.236844629022531,32326.659333276737,209.47467036990855
48,13.86908728536276,23344.4460372257,336.5591037960101
49,14.778614412953093,95398.84592545545,16.997192565393384
50,12.808921943393488,83460.1198208261,34.463159865671535
51,12.939695897670342,83061.14414448642,32.50759404007209
52,14.495087259026818,93564.7021762363,19.44351959675904
53,12.951307195769914,25619.225447911624,304.6152335365868
54,15.946499120482576,103238.74500928151,7.125393409943787
55,8.500050865171955,36433.417185252416,149.59705471413773
56,9.85595596559004,62370.28955323668,58.542322986233046
57,6.821262594938661,40527.9697828445,91.12971477837576
58,8.50833608249084,36886.86654748714,147.64064187745765
59,11.514791869377762,29177.567649056666,254.1675722996321
60,9.490979444249547,34243.84794880935,183.2502516985972
61,7.673566878571514,47697.43693365721,77.090575921633
62,12.603494260903544,26561.07555931465,292.4972084409036
63,7.36876736548244,45680.484973009814,79.53996574769408
64,10.514129441697797,66525.40305010181,54.812784039210456
65,11.043070352354379,70421.98546518068,48.618877491683904
66,10.932996354514142,69162.77149228765,51.94916675045894
67,11.513943757088603,73057.53544347647,47.04121781944436
68,6.85483831974133,42189.930575375445,84.09309553175456
69,11.492366798696386,29231.80784771526,253.38856182280472
70,11.430142290452128,73245.66179942456,45.46990009456973
71,13.72838240948041,23699.87259632329,331.6267165929218
72,12.024686461072152,77055.05352596614,40.38415716020365
73,7.470504779413011,39002.7991260912,113.481835511648
74,14.569729022297961,21628.38767268709,360.9859892583434
75,10.95864174006601,30514.63904374356,234.92944615184504
76,15.943291931621715,103217.2195854371,7.15248583264132
77,13.48159204328846,24518.994950600292,322.4728825789175
78,13.251365970973383,25100.46429674829,313.9905458667306
79,7.614721439482751,38799.91279214976,118.35865112338844
80,9.307801580205783,58572.30721663648,63.867084467735445
81,9.967498282093654,32973.76178153986,200.14053900227577
82,16.490203831729527,106886.97541091342,2.537709631109736
83,7.430532048621695,46090.696163320674,79.01588652466482
84,11.789085431536684,75342.16876208424,42.221688216921386
85,11.103817121922608,30137.67350671614,240.01242018826292
86,11.621869340975056,74543.42055436388,43.86190699883473
87,13.310642837230006,24773.978680167478,316.9390905673356
88,9.480752461844531,59899.61169832367,62.37475966265959
89,12.761102001762774,26037.216089148988,297.99980568258934
90,10.093728069412728,32670.495725217686,204.51500121711217
91,8.574875466122862,54327.1216446062,69.73592142104002
92,7.472422573430788,38998.1049394195,113.54869473874582
93,13.401606099483633,87263.90795330062,29.343359079605552
94,12.007744926360328,28004.08722504916,271.3012061104478
95,12.003090461305792,27925.35298915669,271.5652576852071
96,8.44883996734572,36556.13534657999,147.81885240089736
97,10.025461495919048,63760.03884806932,57.27826532144647
98,9.639129695789885,60962.6192996071,61.037997765804036
99,14.699250964359521,21393.109638876696,365.4692564127653
